ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
AR11,small_airport,Ozark Aerodrome,1270,NA,US,US-AR,Rogers,AR11,,AR11,"-94.09030151, 36.28889847"
AR12,small_airport,Mc Donald's Strip,700,NA,US,US-AR,Rose Bud,AR12,,AR12,"-92.018699646, 35.320598602299995"
AR13,small_airport,Pearson Field,300,NA,US,US-AR,Bigelow,AR13,,AR13,"-92.63349914550781, 34.98619842529297"
AR17,small_airport,Burns Aerodrome,207,NA,US,US-AR,Palestine,AR17,,AR17,"-90.91510009765625, 34.9833984375"
AR19,small_airport,Wesson-Davis Field,570,NA,US,US-AR,Paris,AR19,,AR19,"-93.7520980834961, 35.21289825439453"
AR22,small_airport,Tommy's Flying Service Inc Airport,215,NA,US,US-AR,Sherrill,AR22,,AR22,"-91.95850372310001, 34.381500244099996"
AR23,small_airport,Cedar Creek Ranch Airport,420,NA,US,US-AR,Belleville,25AR,,25AR,"-93.47679, 35.125018"
AR25,small_airport,Vilonia Airport,590,NA,US,US-AR,Vilonia,AR25,,AR25,"-92.18930053710938, 35.11869812011719"
AR27,small_airport,Lollars Creek Farm Airport,1430,NA,US,US-AR,Wesley,AR27,,AR27,"-93.845703125, 35.93899917602539"
AR34,small_airport,Pine Village Airport,610,NA,US,US-AR,Mayflower,AR34,,AR34,"-92.44519805908203, 34.981998443603516"
AR35,small_airport,Henson Farm Airport,1420,NA,US,US-AR,Fayetteville,AR35,,AR35,"-94.1052017211914, 36.086700439453125"
AR43,small_airport,Brickey Private Airport,320,NA,US,US-AR,Morrilton,AR43,,AR43,"-92.78350067138672, 35.100101470947266"
AR44,small_airport,Flying W Airport,265,NA,US,US-AR,Texarkana,AR44,,AR44,"-94.01349639892578, 33.51259994506836"
AR46,small_airport,Penrose Airport,220,NA,US,US-AR,Mc Crory,AR46,,AR46,"-91.050131, 35.18895"
AR50,small_airport,Hess Strip,180,NA,US,US-AR,Wynne,AR50,,AR50,"-90.9834976196289, 35.26679992675781"
AR54,small_airport,Ralph Fulmer Field,245,NA,US,US-AR,Cabot,AR54,,AR54,"-91.91510009765625, 34.918701171875"
AR55,small_airport,R.V. Stewart Field,251,NA,US,US-AR,North Little Rock,AR55,,AR55,"-92.09010314941406, 34.73979949951172"
AR56,small_airport,Amos Airport,240,NA,US,US-AR,Oil Trough,AR56,,AR56,"-91.436249, 35.61022"
AR64,small_airport,White River Airport,310,NA,US,US-AR,Melbourne,AR64,,AR64,"-92.00509643554688, 35.921199798583984"
AR79,small_airport,Flying G Ranch Airport,150,NA,US,US-AR,Tillar,AR79,,AR79,"-91.37960052490234, 33.693199157714844"
AR81,small_airport,Katheryn's Landing Airport,250,NA,US,US-AR,Leola,AR81,,AR81,"-92.60379791259766, 34.16230010986328"
AR82,small_airport,Gillespie Strip,492,NA,US,US-AR,Leola,AR82,,AR82,"-92.69599914550781, 34.171199798583984"
AR83,small_airport,Heard Airport,500,NA,US,US-AR,Leola,AR83,,AR83,"-92.70099639892578, 34.17620086669922"
AR84,small_airport,Bobwhite Hill Ranch Airport,350,NA,US,US-AR,Mayflower,AR84,,AR84,"-92.29930114746094, 34.96649932861328"
AR88,small_airport,Poe's Airport,295,NA,US,US-AR,Conway,AR88,,AR88,"-92.35399627685547, 35.0547981262207"
AR89,small_airport,Landers Loop Airport,730,NA,US,US-AR,Dover,AR89,,AR89,"-93.06600189208984, 35.40010070800781"
AR91,small_airport,Circle S Farms Airport,1200,NA,US,US-AR,Lowell,AR91,,AR91,"-94.03209686279297, 36.22589874267578"
AR93,small_airport,Ark-Mo Airport,308,NA,US,US-AR,Pollard,AR93,,AR93,"-90.28040313720703, 36.485599517822266"
AR94,small_airport,Squirrel Run Airport,415,NA,US,US-AR,Dyer,AR94,,AR94,"-94.13829803466797, 35.48540115356445"
AR97,small_airport,Chael Airport,320,NA,US,US-AR,Wooster,AR97,,AR97,"-92.49649810791016, 35.22010040283203"
AR98,small_airport,Johnson Field,208,NA,US,US-AR,Mc Crory,AR98,,AR98,"-91.18900299072266, 35.26449966430664"
ARP,small_airport,Aragip Airport,1750,OC,PG,PG-MBA,,,ARP,AGP,"149.483333333, -9.88333333333"
ASZ,small_airport,Asirim Airport,1050,OC,PG,PG-WBK,,,ASZ,ASM,"150.368611111, -6.009722222220001"
AT25,small_airport,Showa Station Skiway,95,AN,AQ,AQ-U-A,Showa Station,AT25,,,"39.59, -69.006167"
ATN,small_airport,Namatanai Airport,150,OC,PG,PG-NIK,Namatanai,AYNX,ATN,NTI,"152.438, -3.6695"
ATP,small_airport,Aitape Airport,10,OC,PG,PG-SAN,Aitape,AYAI,ATP,APE,"142.346805556, -3.1436111111100002"
AUI,small_airport,Aua Island Airport,4,OC,PG,PG-MRL,Aua Island,AYND,AUI,AUA,"143.064722222, -1.46055555556"
AUJ,small_airport,Ambunti Airport,50,OC,PG,PG-ESW,Ambunti,AYAT,AUJ,AMI,"142.823166667, -4.21566666667"
AUP,small_airport,Agaun Airport,3200,OC,PG,PG-MBA,,AYAG,AUP,AUN,"149.385667, -9.930833"
AUV,small_airport,Aumo Airport,450,OC,PG,PG-WBK,Aumo,AYUM,AUV,AUMO,"148.445277778, -5.731111111110001"
AWE,small_airport,Alowe Airport,600,AF,GA,GA-3,Wonga Wongu̩ Presidential Reserve,FOGW,AWE,,"9.444, -0.545"
AXF,medium_airport,Alxa Left Banner Bayanhot Airport,4560,AS,CN,CN-15,Bayanhot,ZBAL,AXF,,"105.58858, 38.74831"
AYAQ,small_airport,Kompiam Airport,5100,OC,PG,PG-EPW,,AYAQ,KPM,KOM,"143.924722222, -5.38166666667"
AYBK,medium_airport,Buka Airport,11,OC,PG,PG-NSB,Buka Island,AYBK,BUA,,"154.67300415039062, -5.4223198890686035"
AYBR,small_airport,Biaru Airport,4900,OC,PG,PG-MPL,Biaru,AYBR,BRP,BRU,"146.7594, -7.6693"
AYBW,small_airport,Blackwara Airport,58,OC,PG,PG-SAN,,AYBW,,,"141.091971, -2.618211"
AYCH,medium_airport,Chimbu Airport,4974,OC,PG,PG-CPK,Kundiawa,AYCH,CMU,,"144.9709930419922, -6.024290084838867"
AYDK,small_airport,Munduku Airport,100,OC,PG,PG-ESW,Munduku,AYDK,MDM,MUN,"143.4516, -4.6204"
AYDL,small_airport,Kondobol Airport,132,OC,PG,PG-WPD,Kondobol,AYDL,KPF,KDB,"142.5049, -8.5336"
AYDN,small_airport,Dinangat Airport,5309,OC,PG,PG-MPL,Dinangat,AYDN,DNU,DIN,"146.6772, -6.1546"
AYDO,small_airport,Doini Airport,31,OC,PG,PG-MBA,Castori Islets,AYDO,DOI,DOI,"150.7218, -10.7009"
AYDS,small_airport,Dusin Airport,6300,OC,PG,PG-MPM,Dusin,AYDS,,DUS,"144.411965, -5.184135"
AYDU,medium_airport,Daru Airport,20,OC,PG,PG-WPD,Daru,AYDU,DAU,,"143.207992554, -9.08675956726"
AYEB,small_airport,Embessa Airport,131,OC,PG,PG-NPP,Embessa,AYEB,EMS,EMB,"148.7628, -9.447"
AYED,small_airport,Edwaki Airport,190,OC,PG,PG-SAN,Yellow River Mission,AYED,XYR,EWK,"141.792234, -3.883986"
AYEL,small_airport,Eliptamin Airport,4825,OC,PG,PG-SAN,Eliptamin,AYEL,EPT,ELP,"141.6779, -5.0412"
AYER,small_airport,Erume Airport,6690,OC,PG,PG-CPM,Erume,AYER,ERU,EME,"146.9747, -8.2538"
AYES,small_airport,Meselia Airport,180,OC,PG,PG-WBK,Demgulu,AYES,MFZ,,"149.1183, -6.1364"
AYFE,small_airport,Feramin Airport,4655,OC,PG,PG-SAN,Feramin,AYFE,FRQ,FMN,"141.6988, -5.208"
AYFR,small_airport,Frieda River Airport,217,OC,PG,PG-ESW,Frieda River,AYFR,FAQ,FRR,"141.960138, -4.610468"
AYFU,small_airport,Fuma Airport,466,OC,PG,PG-WPD,Fuma,AYFU,FUM,FUMA,"142.4408, -6.3933"
AYGA,medium_airport,Goroka Airport,5282,OC,PG,PG-EHG,Goronka,AYGA,GKA,,"145.391998291, -6.081689834590001"
AYGF,small_airport,Guari Airport,6450,OC,PG,PG-CPM,Guari,AYGF,GUG,GAI,"146.8722, -8.1286"
AYGG,small_airport,Garasa Airport,2539,OC,PG,PG-MPL,Au,AYGG,GRL,GSA,"147.213461, -7.980713"
AYGN,medium_airport,Gurney Airport,88,OC,PG,PG-MBA,Gurney,AYGN,GUR,,"150.333999634, -10.3114995956"
AYGP,small_airport,Gusap Airport,1504,OC,PG,PG-GPK,Gusap,AYGP,GAP,GSP,"145.959047, -6.053196"
AYGR,medium_airport,Girua Airport,311,OC,PG,PG-NPP,Popondetta,AYGR,PNP,,"148.309005737, -8.80453968048"
AYGS,small_airport,Gasuke Airport,157,OC,PG,PG-WPD,Gasuke,AYGS,GBC,GSK,"141.7393, -6.1028"
AYGW,small_airport,Guwasa Airport,4800,OC,PG,PG-EHG,Guwasa,AYGW,,,"145.083968, -6.465838"
AYHA,small_airport,Haia Airport,2434,OC,PG,PG-CPK,,AYHA,,HAIA,"144.997398, -6.707421"
AYHB,small_airport,Habi Airport,993,OC,PG,PG-WPD,Habi,AYHB,HBD,HABI,"142.4893, -6.32"
AYHE,small_airport,Heiweni Airport,3480,OC,PG,PG-MPL,Heiweni,AYHE,HNI,HWI,"146.4276, -7.4223"
AYHH,small_airport,Honinabi Airport,452,OC,PG,PG-WPD,Honinabi,AYHH,HNN,HBI,"142.1771, -16.2457"
AYHK,medium_airport,Kimbe Airport,66,OC,PG,PG-WBK,Hoskins,AYHK,HKN,,"150.40499877929688, -5.462170124053955"
AYHO,small_airport,Haivaro Airport,180,OC,PG,PG-GPK,Haivaro,AYHO,HIT,HWO,"143.059, -6.9406"
AYII,small_airport,Imane Airport,3860,OC,PG,PG-MPL,Imane,AYII,IMN,IMN,"146.1072, -6.7524"
AYIM,small_airport,Kungim Airport,349,OC,PG,PG-WPD,Kungim,AYIM,KGM,KNM,"141.03, -5.671"
AYIO,small_airport,Imonda Airport,990,OC,PG,PG-SAN,Imonda,AYIO,IMD,IMO,"141.1573, -3.328"
AYIU,small_airport,Ialibu Airport,6736,OC,PG,PG-SHM,Ialibu,AYIU,IAL,IBU,"143.9944, -6.2782"
AYIX,small_airport,Witu Airport,25,OC,PG,PG-WBK,Garove Island,AYIX,WIU,WITU,"149.440112, -4.689522"
AYJO,small_airport,Yongai Airport,6500,OC,PG,PG-CPM,Yongai,AYJO,KGH,YON,"147.4603, -8.5289"
AYKA,small_airport,Losuia Airport,27,OC,PG,PG-MBA,Losuia,AYKA,LSA,,"151.08099365234375, -8.505820274353027"
AYKG,small_airport,Kopiago Airport,4445,OC,PG,PG-HE,Kopiago,AYKG,KPA,KGO,"142.4977, -5.3883"
AYKI,small_airport,Kiunga Airport,88,OC,PG,PG-WPD,Kiunga,AYKI,UNG,,"141.28199768066406, -6.1257100105285645"
AYKJ,small_airport,Kanainj Airport,4064,OC,PG,PG-MPM,Kanainj,AYKJ,KNE,KNJ,"144.7072, -5.2903"
AYKK,small_airport,Kikori Airport,50,OC,PG,PG-GPK,Kikori,AYKK,KRI,,"144.2500762939453, -7.424379825592041"
AYKM,medium_airport,Kerema Airport,10,OC,PG,PG-GPK,Kerema,AYKM,KMA,,"145.770996094, -7.96361017227"
AYKR,small_airport,Kar Kar Airport,130,OC,PG,PG-MPM,Kar Kar Island,AYKR,KRX,KKR,"145.9404, -4.557"
AYKT,small_airport,Aropa Airport,20,OC,PG,PG-NSB,Kieta,AYIQ,KIE,KIA,"155.728139, -6.305417"
AYKU,small_airport,Kuri Airport,35,OC,PG,PG-GPK,Kuri,AYKU,KUQ,KURI,"143.276111, -7.135083"
AYKV,medium_airport,Kavieng Airport,7,OC,PG,PG-NIK,Kavieng,AYKV,KVG,,"150.807998657, -2.57940006256"
AYKY,small_airport,Londolovit Airport,167,OC,PG,PG-NIK,Londolovit,AYKY,LNV,,"152.628997803, -3.04361009598"
AYLB,small_airport,Lab Lab Airport,160,OC,PG,PG-MPL,Lab Lab Mission,AYLB,LAB,LAB,"148.0566, -5.7204"
AYLO,small_airport,Lowai Airport,2900,OC,PG,PG-MPL,Lowai,AYLO,LWI,LOW,"146.6458, -6.3344"
AYLP,small_airport,Leron Plains Airport,680,OC,PG,PG-MPL,Leron Plains,AYLP,LPN,LPS,"146.3434, -6.3917"
AYLS,small_airport,Lese Airport,40,OC,PG,PG-GPK,Lese,AYLS,LNG,LESE,"146.2765, -8.2799"
AYLX,small_airport,Long Island Airport,116,OC,PG,PG-MPM,Long Island,AYLX,LSJ,LIS,"147.0177, -5.3604"
AYMA,small_airport,Manari Airport,2630,OC,PG,PG-NPP,Manari,AYMA,MRM,MRI,"147.6219, -9.1908"
AYMB,small_airport,Morobe Airport,8,OC,PG,PG-MPL,Morobe,AYMB,OBM,MBE,"147.59, -7.74"
AYMD,medium_airport,Madang Airport,20,OC,PG,PG-MPM,Madang,AYMD,MAG,,"145.789001465, -5.20707988739"
AYMH,medium_airport,Mount Hagen Kagamuga Airport,5388,OC,PG,PG-WHM,Mount Hagen,AYMH,HGU,,"144.29600524902344, -5.826789855957031"
AYMK,small_airport,Mok Airport,1050,OC,PG,PG-WBK,Mok,AYMK,,MOK,"149.056583, -5.730238"
AYML,small_airport,Mougulu Airport,825,OC,PG,PG-WPD,Mougulu,AYML,GUV,MGU,"142.420775, -6.280859"
AYMN,medium_airport,Mendi Airport,5680,OC,PG,PG-SHM,Mendi,AYMN,MDU,,"143.656998, -6.14774"
AYMO,medium_airport,Momote Airport,12,OC,PG,PG-MRL,Manus Island,AYMO,MAS,,"147.423996, -2.06189"
AYMR,small_airport,Moro Airport,2740,OC,PG,PG-SHM,Moro,AYMR,MXH,,"143.238006592, -6.36332988739"
AYMS,small_airport,Misima Island Airport,26,OC,PG,PG-MBA,Misima Island,AYMS,MIS,,"152.837997437, -10.689200401299999"
AYMW,small_airport,Marawaka Airport,6050,OC,PG,PG-EHG,Marawaka,AYMW,MWG,MWK,"145.8849, -6.9736"
AYNA,small_airport,Nankina Airport,5800,OC,PG,PG-MPM,Gwarawon,AYNA,NKN,NKN,"146.4533, -5.837"
AYNE,small_airport,Negarbo(Negabo) Airport,4500,OC,PG,PG-CPK,Negarbo,AYNE,GBF,NBO,"144.703058, -6.567778"
AYNG,small_airport,Manguna Airport,187,OC,PG,PG-EBR,Manguna,AYNG,MFO,MGA,"151.792333, -5.577778"
AYNM,small_airport,Kasonombe Airport,5800,OC,PG,PG-MPL,Kasonombe,AYNM,KSB,KNB,"146.9859, -6.3819"
AYNO,small_airport,Nomane Airport,6032,OC,PG,PG-CPK,Namane,AYNO,NMN,NOM,"145.070667, -6.32183"
AYNY,small_airport,Nambaiyufa Airport,5550,OC,PG,PG-CPK,Nambaiyufa,AYNY,NBA,NBF,"145.2424, -6.2412"
AYNZ,medium_airport,Nadzab Airport,239,OC,PG,PG-MPL,Lae,AYNZ,LAE,,"146.725977, -6.569803"
AYOE,small_airport,Konge Airport,5900,OC,PG,PG-MPL,Konge,AYOE,KGB,KGE,"147.2152, -6.2239"
AYOJ,small_airport,Oksapmin Airport,5140,OC,PG,PG-SAN,Oksapmin,AYOJ,OKP,OKN,"142.2259, -5.2261"
AYOK,small_airport,Komako Airport,3960,OC,PG,PG-GPK,Komako,AYOK,HOC,KMA,"145.8827, -7.3984"
AYOQ,small_airport,Komaio Airport,28,OC,PG,PG-GPK,Komaio,AYOQ,KCJ,KOI,"143.5952, -7.2714"
AYOW,small_airport,Koroba Airport,5638,OC,PG,PG-HE,Koroba,AYOW,KDE,,"142.7441, -5.6952"
AYOY,small_airport,Open Bay Airport,33,OC,PG,PG-WBK,Maitanakunai,AYOY,OPB,OBY,"151.696195, -4.794727"
AYPC,small_airport,Pangoa Airport,60,OC,PG,PG-WPD,Pangoa,AYPC,PGB,PGA,"141.5605, -7.0226"
AYPG,small_airport,Pangia Airport,5340,OC,PG,PG-SHM,Pangia,AYPG,PGN,PNA,"144.1084, -6.386"
AYPO,small_airport,Mapoda Airport,45,OC,PG,PG-WPD,Mapoda,AYPO,MPF,MPO,"143.1694, -7.979"
AYPQ,small_airport,Pumani Airport,427,OC,PG,PG-MBA,Pumani,AYPQ,PMN,PMN,"149.4766, -9.7469"
AYPU,small_airport,Puri Airport,6050,OC,PG,PG-SHM,Puri,AYPU,,,"143.987222222, -6.47516111111"
AYPW,small_airport,Panakawa Airport,42,OC,PG,PG-WPD,,AYPW,,,"143.124722222, -7.67205555556"
AYPY,large_airport,Port Moresby Jacksons International Airport,146,OC,PG,PG-NCD,Port Moresby,AYPY,POM,,"147.22000122070312, -9.443380355834961"
AYQO,small_airport,Sopu Airport,6580,OC,PG,PG-CPM,Sopu,AYQO,SPH,SOPU,"147.1659, -8.3038"
AYQS,small_airport,Sialum Airport,170,OC,PG,PG-MPL,Sialum,AYQS,SXA,SLU,"147.5955, -6.0908"
AYRG,small_airport,Rumginae Airport,160,OC,PG,PG-WPD,,AYRG,RMN,RMG,"141.271666667, -5.89722222222"
AYRI,small_airport,Karimui Airport,3640,OC,PG,PG-CPK,Karimui,AYRI,KMR,KRI,"144.823, -6.4921"
AYRM,small_airport,Maramuni Airport,5160,OC,PG,PG-EPW,Maramuni,AYRM,MWI,MAR,"143.4829, -5.13"
AYSA,small_airport,Suabi Airport,465,OC,PG,PG-WPD,,AYSA,SBE,SUA,"142.278333333, -6.10444444444"
AYSE,small_airport,Simberi Airport,10,OC,PG,PG-NIK,Simberi Island,AYSE,NIS,SBI,"151.997777778, -2.66222222222"
AYSG,small_airport,Sila Airport,2230,OC,PG,PG-NPP,Sila Mission,AYSG,SIL,SILA,"148.38925, -9.07355555556"
AYSH,small_airport,Sabah Airport,10,OC,PG,PG-NSB,Sabah,AYSH,SBV,SAB,"155.0489, -5.5765"
AYSJ,small_airport,Simbai Airport,5804,OC,PG,PG-MPM,Simbai,AYSJ,SIM,SAI,"144.544722222, -5.278611111110001"
AYSO,small_airport,Selbang Airport,5130,OC,PG,PG-WPD,Selbang,AYSO,SBC,SEL,"141.752, -5.315"
AYSQ,small_airport,Sepik Plains Airport,230,OC,PG,PG-ESW,Sepik Plains,AYSQ,SPV,SPP,"143.6734, -3.8821"
AYST,small_airport,Sturt Island Airport,40,OC,PG,PG-WPD,,AYST,,STI,"142.268444444, -8.1525"
AYSV,small_airport,Sauren Airport,46,OC,PG,PG-WBK,Sauren,AYSV,SXW,SAU,"148.8543, -5.9701"
AYSX,small_airport,Masa Airport,5900,OC,PG,PG-MPL,Masa,AYSX,MBV,MASA,"147.591, -6.345"
AYTA,small_airport,Tari Airport,5500,OC,PG,PG-HE,Tari,AYTA,TIZ,,"142.947998047, -5.84499979019"
AYTB,small_airport,Tabubil Airport,1570,OC,PG,PG-WPD,Tabubil,AYTB,TBG,,"141.225998, -5.27861"
AYTD,small_airport,Teredau Airport,100,OC,PG,PG-GPK,Tetehui,AYTD,,,"144.6384, -7.3205"
AYTI,small_airport,Tapini Airport,3100,OC,PG,PG-CPM,Tapini,AYTI,TPI,TAP,"146.989166667, -8.35666666667"
AYTK,medium_airport,Tokua Airport,32,OC,PG,PG-EBR,Tokua,AYTK,RAB,,"152.380004883, -4.34045982361"
AYTN,small_airport,Tekin Airport,5785,OC,PG,PG-SAN,Tekin,AYTN,TKW,TEK,"142.165194444, -5.24366666667"
AYTP,small_airport,Tep Tep Airport,7011,OC,PG,PG-MPM,Teptep,AYTP,TEP,TEP,"146.5595, -5.9553"
AYTS,small_airport,Tsewi Airport,4185,OC,PG,PG-MPL,Tsewi,AYTS,TSW,TSE,"146.1272, -7.0695"
AYTT,small_airport,Tarakbits Airport,281,OC,PG,PG-WPD,Tarakbits,AYTT,TRJ,TRT,"141.0421, -5.614"
AYTW,small_airport,Tawa Airport,5020,OC,PG,PG-MPL,Tawa,AYTW,TWY,TAWA,"146.1067, -7.4463"
AYTZ,small_airport,Tekadu Airport,1310,OC,PG,PG-MPL,Tekadu,AYTZ,TKB,TKD,"146.5503, -7.6808"
AYU,small_airport,Aiyura Airport,5355,OC,PG,PG-EHG,Aiyura Valley,AYAY,AYU,AYU,"145.904166667, -6.33805555556"
AYUC,small_airport,Umba Airport,5950,OC,PG,PG-MPL,Umba,AYUC,UMC,UMBA,"145.966, -7.0214"
AYUE,small_airport,Uroubi Airport,481,OC,PG,PG-NPP,Uroubi,AYUE,URU,URO,"148.5591, -9.5162"
AYUR,small_airport,Upiara Airport,52,OC,PG,PG-WPD,Upiara,AYUR,UPR,UPA,"142.6503, -8.5411"
AYUZ,small_airport,Uvol Airport,15,OC,PG,PG-EBR,Uvol,AYUZ,UVO,UVOL,"150.9557, -6.0178"
AYVL,small_airport,Talasea Airport,44,OC,PG,PG-WBK,Talasea,AYVL,TLW,TLS,"150.0089, -5.2726"
AYVM,small_airport,Torembi Airport,90,OC,PG,PG-ESW,Torembi,AYVM,TCJ,TBI,"143.1329, -4.0165"
AYVN,medium_airport,Vanimo Airport,10,OC,PG,PG-SAN,Vanimo,AYVN,VAI,,"141.3028, -2.6926"
AYVO,small_airport,Tonu Airport,300,OC,PG,PG-NSB,Tonu,AYVO,TON,TONU,"155.4326, -6.6552"
AYWB,small_airport,Wabo Airport,132,OC,PG,PG-GPK,Wabo,AYWB,WAO,WABO,"145.075111111, -6.98944444444"
AYWD,medium_airport,Wapenamanda Airport,5889,OC,PG,PG-EPW,,AYWD,WBM,,"143.89500427246094, -5.6433000564575195"
AYWF,small_airport,Wawoi Falls Airport,370,OC,PG,PG-WPD,Wavoi Falls,AYWF,WAJ,WWF,"142.6557, -6.9523"
AYWK,medium_airport,Wewak International Airport,19,OC,PG,PG-ESW,Wewak,AYWK,WWK,,"143.669006348, -3.58383011818"
AYWO,small_airport,Wonenara Airport,5028,OC,PG,PG-EHG,Wonenara,AYWO,WOA,WOA,"145.891944444, -6.796861111110001"
AYWQ,small_airport,Wakunai Airport,20,OC,PG,PG-EBR,Wakunai,AYWQ,WKN,WAI,"155.2223, -5.8603"
AYWS,small_airport,Wasu Airport,34,OC,PG,PG-MPL,Wasu,AYWS,WSU,WASU,"147.19822526, -5.96170944919"
AYWT,small_airport,Woitape Airport,5200,OC,PG,PG-CPM,Fatima Mission,AYWT,WTP,WTP,"147.2525, -8.54583333333"
AYWU,small_airport,Wau Airport,3600,OC,PG,PG-SAN,Wau,AYWU,WUG,WAU,"146.718611111, -7.345555555560001"
AYXE,small_airport,Yeva Airport,4510,OC,PG,PG-MPL,Yeva,AYXE,YVD,YEVA,"146.188, -7.548"
AYXI,small_airport,Sim Airport,5460,OC,PG,PG-MPL,Sim,AYXI,SMJ,SIM,"146.9273, -7.75"
AYXW,small_airport,Weam Airport,50,OC,PG,PG-WPD,Weam,AYXW,WEP,WEAM,"141.1381, -8.6184"
AYYE,small_airport,Yalumet Airport,2600,OC,PG,PG-MPL,Yalumet,AYYE,KYX,YLT,"147.0117, -6.09"
AYYR,small_airport,Yasuru Airport,1520,OC,PG,PG-MPL,Yasuru,AYYR,KSX,YAS,"146.1813, -6.6015"
AYZM,small_airport,Wasum Airport,175,OC,PG,PG-WBK,Wasum,AYZM,WUM,WSM,"149.337, -6.0491"
AZ00,small_airport,Morton Field Ultralight Flightpark,475,NA,US,US-AZ,Dateland,AZ00,,AZ00,"-113.503876, 32.80679"
AZ03,small_airport,Cliff Dwellers Lodge Airport,4217,NA,US,US-AZ,Marble Canyon,AZ03,,AZ03,"-111.752715, 36.73431"
AZ05,small_airport,Lakeside Airpark,763,NA,US,US-AZ,Gila Bend,AZ05,,AZ05,"-112.662735, 33.112536"
AZ13,small_airport,Schu Ranch Airport,1410,NA,US,US-AZ,Maricopa,AZ13,,AZ13,"-112.28099822998047, 33.016998291015625"
AZ14,small_airport,Ammon Airport,4520,NA,US,US-AZ,Willcox,AZ14,,AZ14,"-109.9570007, 32.02470016"
AZ17,small_airport,Circle H Ranch Airport,4680,NA,US,US-AZ,Douglas,AZ17,,AZ17,"-109.39099884033203, 31.502199172973633"
AZ19,small_airport,C & L Ranch Ultralightport,4600,NA,US,US-AZ,Sonoita,AZ19,,AZ19,"-110.6259994506836, 31.73780059814453"
AZ21,small_airport,Four Pillars Airport,4100,NA,US,US-AZ,Huachuca City,AZ21,,AZ21,"-110.247889, 31.744592"
AZ26,small_airport,Evelyn Field,4242,NA,US,US-AZ,Palominas,AZ26,,AZ26,"-110.127468, 31.368882"
AZ27,small_airport,Big Springs Ranch Airport,4421,NA,US,US-AZ,Paulden,AZ27,,AZ27,"-112.532723, 34.909848"
AZ28,small_airport,Thunder Ridge Airpark,1915,NA,US,US-AZ,Morristown,AZ28,,AZ28,"-112.572998, 33.821499"
AZ31,small_airport,Serene Field,1456,NA,US,US-AZ,Maricopa,AZ31,,AZ31,"-112.27200317382812, 32.996700286865234"
AZ32,small_airport,Roesner Ranch Airport,2060,NA,US,US-AZ,Morristown,AZ32,,AZ32,"-112.58799743652344, 33.84749984741211"
AZ34,small_airport,Massey Farm Airport,1630,NA,US,US-AZ,Yucca,AZ34,,AZ34,"-114.097739, 34.691428"
AZ43,small_airport,Hidden Valley Airport,1245,NA,US,US-AZ,Maricopa,AZ43,,AZ43,"-112.16400146484375, 33.063899993896484"
AZ45,small_airport,China Peak Observatory Airport,4800,NA,US,US-AZ,Klondyke,AZ45,,AZ45,"-110.2959976196289, 32.72919845581055"
AZ50,small_airport,Triangle Airpark,2419,NA,US,US-AZ,White Hills,AZ50,,AZ50,"-114.47844, 35.715472"
AZ57,small_airport,Pilots Rest Airport,4482,NA,US,US-AZ,Paulden,AZ57,,AZ57,"-112.515364, 34.931576"
AZ61,small_airport,G.M. Ranch Airport,1616,NA,US,US-AZ,Stanfield,AZ61,,AZ61,"-112.23799896240234, 32.90169906616211"
AZ63,small_airport,Twin Hawks Airpark,2290,NA,US,US-AZ,Redrock,AZ63,,AZ63,"-111.195974, 32.528027"
AZ64,small_airport,Rio Vista Hills Airport,2225,NA,US,US-AZ,Wickenburg,AZ64,,AZ64,"-112.68699645996094, 33.952301025390625"
AZ67,small_airport,El Tiro Gliderport,2100,NA,US,US-AZ,Tucson,AZ67,,AZ67,"-111.38999938964844, 32.426998138427734"
AZ74,small_airport,Lone Mountain International Airport,5350,NA,US,US-AZ,Hereford,AZ74,,AZ74,"-110.37466, 31.355286"
AZ78,small_airport,Mel's Ranch Airport,1420,NA,US,US-AZ,Maricopa,AZ78,,AZ78,"-112.28199768066406, 33.01110076904297"
AZ79,small_airport,Airscrew Performance Flightpark Ultralightport,1112,NA,US,US-AZ,Glendale,AZ79,,AZ79,"-112.21700286865234, 33.529998779296875"
AZ82,small_airport,Mogollon Airpark,6657,NA,US,US-AZ,Overgaard,AZ82,,AZ82,"-110.529553, 34.399297"
AZ85,small_airport,Tonopah Airport,1248,NA,US,US-AZ,Tonopah,AZ85,,AZ85,"-112.960192, 33.533561"
AZ86,small_airport,A C Goodwin Memorial Field Gliderport,4978,NA,US,US-AZ,Coyote Springs,AZ86,,AZ86,"-112.292, 34.6842"
AZ90,small_airport,Hangar Haciendas Airpark,1225,NA,US,US-AZ,Laveen,AZ90,,AZ90,"-112.122946, 33.34989"
AZ97,small_airport,X Bar 1 Ranch (Lower) Airport,3710,NA,US,US-AZ,Kingman,AZ97,,AZ97,"-113.68900299072266, 35.34830093383789"
AZB,small_airport,Amazon Bay Airport,12,OC,PG,PG-CPM,,,AZB,AZB,"149.338333333, -10.2991666667"
AZU,small_airport,Arrowhead Assault Strip,785,NA,US,US-AR,Fort Chaffee,KAZU,,KAZU,"-94.225197, 35.275101"
